Plate,Well,QCFlag_isSaturated,QCFlag_isBlurry
41749,a13,0,0
41749,a14,0,0
41749,a15,0,0
41749,a16,0,0
41749,a17,0,0
41749,a18,0,0
41749,a19,0,0
41749,a20,0,0
41749,a21,1,0
41749,a22,0,0
41749,a23,0,0
41749,a24,0,0
41749,b01,0,0
41749,b02,0,0
41749,b03,0,0
41749,b04,0,0
41749,b05,0,0
41749,b06,0,0
41749,b07,0,0
41749,b08,0,0
41749,b09,0,0
41749,b10,0,0
41749,b11,0,0
41749,b12,1,0
41749,b13,0,0
41749,b14,0,0
41749,b15,0,0
41749,b16,0,0
41749,b17,0,0
41749,b18,0,0
41749,b19,0,0
41749,b20,0,0
41749,b21,0,0
41749,b22,0,0
41749,b23,1,0
41749,b24,0,0
41749,c01,0,0
41749,c02,0,0
41749,c03,1,0
41749,c04,0,0
41749,c05,0,0
41749,c06,0,0
41749,c07,1,0
41749,c08,0,0
41749,c09,0,0
41749,c10,0,0
41749,c11,1,0
41749,c12,0,0
41749,c13,0,0
41749,c14,1,0
41749,c15,0,0
41749,c16,0,0
41749,c17,0,0
41749,c18,0,0
41749,c19,0,0
41749,c20,0,0
41749,c21,0,0
41749,c22,0,0
41749,c23,0,0
41749,c24,0,0
41749,d01,0,0
41749,d02,0,0
41749,d03,0,0
41749,d04,0,0
41749,d05,0,0
41749,d06,0,0
41749,d07,0,0
41749,d08,0,0
41749,d09,0,0
41749,d10,0,0
41749,d11,0,0
41749,d12,0,0
41749,d13,0,0
41749,d14,0,0
41749,d15,0,0
41749,d16,0,0
41749,d17,0,0
41749,d18,0,0
41749,d19,0,0
41749,d20,1,0
41749,d21,0,0
41749,d22,0,0
41749,d23,0,0
41749,d24,0,0
41749,e01,0,0
41749,e02,0,0
41749,e03,0,0
41749,e04,0,0
41749,e05,1,0
41749,e06,0,0
41749,e07,0,0
41749,e08,0,0
41749,e09,1,0
41749,e10,0,0
41749,e11,0,0
41749,e12,1,0
41749,e13,0,0
41749,e14,1,0
41749,e15,0,0
41749,e16,0,0
41749,e17,0,0
41749,e18,1,0
41749,e19,0,0
41749,e20,0,0
41749,e21,0,0
41749,e22,0,0
41749,e23,0,0
41749,e24,0,0
41749,f01,0,0
41749,f02,0,0
41749,f03,1,0
41749,f04,0,0
41749,f05,0,0
41749,f06,0,0
41749,f07,0,0
41749,f08,1,0
41749,f09,0,0
41749,f10,0,0
41749,f11,1,0
41749,f12,0,0
41749,f13,0,0
41749,f14,0,0
41749,f15,3,0
41749,f16,0,0
41749,f17,0,0
41749,f18,0,0
41749,f19,0,0
41749,f20,1,0
41749,f21,0,0
41749,f22,0,0
41749,f23,0,0
41749,f24,0,0
41749,g01,0,0
41749,g02,0,0
41749,g03,1,0
41749,g04,0,0
41749,g05,0,0
41749,g06,0,0
41749,g07,0,0
41749,g08,1,0
41749,g09,0,0
41749,g10,1,0
41749,g11,0,0
41749,g12,0,0
41749,g13,0,0
41749,g14,0,0
41749,g15,1,0
41749,g16,0,0
41749,g17,0,0
41749,g18,0,0
41749,g19,0,0
41749,g20,1,0
41749,g21,0,0
41749,g22,0,0
41749,g23,0,0
41749,g24,0,0
41749,h01,1,0
41749,h02,0,0
41749,h03,0,0
41749,h04,0,0
41749,h05,0,0
41749,h06,0,0
41749,h07,0,0
41749,h08,1,0
41749,h09,0,0
41749,h10,0,0
41749,h11,0,0
41749,h12,0,0
41749,h13,0,0
41749,h14,0,0
41749,h15,0,0
41749,h16,0,0
41749,h17,0,0
41749,h18,2,0
41749,h19,0,0
41749,h20,0,0
41749,h21,0,0
41749,h22,0,0
41749,h23,0,0
41749,h24,0,0
41749,i01,0,0
41749,i02,0,0
41749,i03,0,0
41749,i04,0,0
41749,i05,0,0
41749,i06,0,0
41749,i07,1,0
41749,i08,0,0
41749,i09,0,0
41749,i10,0,0
41749,i11,1,0
41749,i12,0,0
41749,i13,0,0
41749,i14,0,0
41749,i15,0,0
41749,i16,0,0
41749,i17,0,0
41749,i18,0,0
41749,i19,0,0
41749,i20,0,0
41749,i21,0,0
41749,i22,0,0
41749,i23,0,0
41749,i24,0,0
41749,j01,0,0
41749,j02,0,0
41749,j03,0,0
41749,j04,0,0
41749,j05,0,0
41749,j06,0,0
41749,j07,0,0
41749,j08,0,0
41749,j09,0,0
41749,j10,0,0
41749,j11,0,0
41749,j12,0,0
41749,j13,0,0
41749,j14,0,0
41749,j15,0,0
41749,j16,0,0
41749,j17,0,0
41749,j18,0,0
41749,j19,0,0
41749,j20,0,0
41749,j21,0,0
41749,j22,0,0
41749,j23,0,0
41749,j24,0,0
41749,k01,0,0
41749,k02,0,0
41749,k03,0,0
41749,k04,0,0
41749,k05,0,0
41749,k06,0,0
41749,k07,0,0
41749,k08,0,0
41749,k09,0,0
41749,k10,1,0
41749,k11,0,0
41749,k12,0,0
41749,k13,0,0
41749,k14,0,0
41749,k15,0,0
41749,k16,0,0
41749,k17,0,0
41749,k18,0,0
41749,k19,0,0
41749,k20,0,0
41749,k21,0,0
41749,k22,0,0
41749,k23,0,0
41749,k24,0,0
41749,l01,0,0
41749,l02,0,0
41749,l03,0,0
41749,l04,0,0
41749,l05,0,0
41749,l06,0,0
41749,l07,0,0
41749,l08,0,0
41749,l09,0,0
41749,l10,0,0
41749,l11,2,0
41749,l12,0,0
41749,l13,0,0
41749,l14,0,0
41749,l15,0,0
41749,l16,0,0
41749,l17,0,0
41749,l18,0,0
41749,l19,0,0
41749,l20,0,0
41749,l21,0,0
41749,l22,0,0
41749,l23,0,0
41749,l24,0,0
41749,m01,0,0
41749,m02,0,0
41749,m03,0,0
41749,m04,1,0
41749,m05,0,0
41749,m06,0,0
41749,m07,1,0
41749,m08,0,0
41749,m09,0,0
41749,m10,0,0
41749,m11,0,0
41749,m12,0,0
41749,m13,0,0
41749,m14,0,0
41749,m15,0,0
41749,m16,0,0
41749,m17,0,0
41749,m18,0,0
41749,m19,0,0
41749,m20,0,0
41749,m21,0,0
41749,m22,0,0
41749,m23,0,0
41749,m24,0,0
41749,n01,0,0
41749,n02,0,0
41749,n03,0,0
41749,n04,0,0
41749,n05,0,0
41749,n06,0,0
41749,n07,0,0
41749,n08,0,0
41749,n09,0,0
41749,n10,0,0
41749,n11,0,0
41749,n12,0,0
41749,n13,0,0
41749,n14,0,0
41749,n15,0,0
41749,n16,0,0
41749,n17,0,0
41749,n18,0,0
41749,n19,0,0
41749,n20,0,0
41749,n21,0,0
41749,n22,0,0
41749,n23,0,0
41749,n24,0,0
41749,o01,2,0
41749,o02,0,0
41749,o03,0,0
41749,o04,0,0
41749,o05,0,0
41749,o06,0,0
41749,o07,0,0
41749,o08,0,0
41749,o09,0,0
41749,o10,0,0
41749,o11,0,0
41749,o12,0,0
41749,o13,0,0
41749,o14,0,0
41749,o15,0,0
41749,o16,0,0
41749,o17,0,0
41749,o18,0,0
41749,o19,1,0
41749,o20,0,0
41749,o21,0,0
41749,o22,0,0
41749,o23,0,0
41749,o24,0,0
41749,p01,1,0
41749,p02,0,0
41749,p03,0,0
41749,p04,0,0
41749,p05,0,0
41749,p06,1,0
41749,p07,0,0
41749,p08,0,0
41749,p09,0,0
41749,p10,0,0
41749,p11,0,0
41749,p12,0,0
41749,p13,0,0
41749,p14,0,0
41749,p15,0,0
41749,p16,0,0
41749,p17,0,0
41749,p18,0,0
41749,p19,0,0
41749,p20,1,0
41749,p21,0,0
41749,p22,1,0
41749,p23,0,0
41749,p24,0,0
41754,a01,0,0
41754,a02,0,0
41754,a03,0,0
41754,a04,0,0
41754,a05,0,0
41754,a06,0,0
41754,a07,0,0
41754,a08,0,0
41754,a09,0,0
41754,a10,0,0
41754,a11,0,0
41754,a12,0,0
41754,a13,0,0
41754,a14,0,0
41754,a15,0,0
41754,a16,0,0
41754,a17,0,0
41754,a18,0,0
41754,a19,0,0
41754,a20,0,0
41754,a21,0,0
41754,a22,0,0
41754,a23,0,0
41754,a24,0,0
41754,b01,1,0
41754,b02,0,0
41754,b03,0,0
41754,b04,0,0
41754,b05,1,0
41754,b06,0,0
41754,b07,1,0
41754,b08,0,0
41754,b09,0,0
41754,b10,0,0
41754,b11,0,0
41754,b12,0,0
41754,b13,0,0
41754,b14,0,0
41754,b15,0,0
41754,b16,0,0
41754,b17,0,0
41754,b18,0,0
41754,b19,1,0
41754,b20,0,0
41754,b21,0,0
41754,b22,1,0
41754,b23,0,0
41754,b24,0,0
41754,c01,9,7
41754,c02,0,0
41754,c03,0,0
41754,c04,0,0
41754,c05,0,0
41754,c06,0,0
41754,c07,0,0
41754,c08,0,0
41754,c09,0,0
41754,c10,1,0
41754,c11,0,0
41754,c12,0,0
41754,c13,0,0
41754,c14,0,0
41754,c15,0,0
41754,c16,0,0
41754,c17,0,0
41754,c18,0,0
41754,c19,0,0
41754,c20,2,0
41754,c21,0,0
41754,c22,0,0
41754,c23,0,0
41754,c24,0,0
41754,d01,7,7
41754,d02,0,0
41754,d03,0,0
41754,d04,0,0
41754,d05,0,0
41754,d06,0,0
41754,d07,0,0
41754,d08,0,0
41754,d09,0,0
41754,d10,0,0
41754,d11,0,0
41754,d12,0,0
41754,d13,0,0
41754,d14,0,0
41754,d15,0,0
41754,d16,1,0
41754,d17,0,0
41754,d18,0,0
41754,d19,0,0
41754,d20,0,0
41754,d21,0,0
41754,d22,0,0
41754,d23,0,0
41754,d24,0,0
41754,e01,3,0
41754,e02,0,0
41754,e03,0,0
41754,e04,0,0
41754,e05,0,0
41754,e06,0,0
41754,e07,0,0
41754,e08,0,0
41754,e09,0,0
41754,e10,0,0
41754,e11,0,0
41754,e12,0,0
41754,e13,0,0
41754,e14,0,0
41754,e15,0,0
41754,e16,0,0
41754,e17,0,0
41754,e18,0,0
41754,e19,0,0
41754,e20,1,0
41754,e21,1,0
41754,e22,0,0
41754,e23,0,0
41754,e24,0,0
41754,f01,0,1
41754,f02,0,0
41754,f03,0,0
41754,f04,0,0
41754,f05,0,0
41754,f06,0,0
41754,f07,0,0
41754,f08,2,0
41754,f09,0,0
41754,f10,0,0
41754,f11,0,0
41754,f12,0,0
41754,f13,0,0
41754,f14,0,0
41754,f15,0,0
41754,f16,0,0
41754,f17,0,0
41754,f18,0,0
41754,f19,0,0
41754,f20,0,0
41754,f21,0,0
41754,f22,0,0
41754,f23,0,0
41754,f24,0,0
41754,g01,0,0
41754,g02,1,0
41754,g03,0,0
41754,g04,0,0
41754,g05,0,0
41754,g06,0,0
41754,g07,0,0
41754,g08,0,0
41754,g09,1,0
41754,g10,0,0
41754,g11,0,0
41754,g12,3,0
41754,g13,0,0
41754,g14,1,0
41754,g15,0,0
41754,g16,0,0
41754,g17,0,0
41754,g18,0,0
41754,g19,0,0
41754,g20,0,0
41754,g21,0,0
41754,g22,0,0
41754,g23,0,0
41754,g24,0,0
41754,h01,0,0
41754,h02,0,0
41754,h03,0,0
41754,h04,0,0
41754,h05,0,0
41754,h06,0,0
41754,h07,0,0
41754,h08,0,0
41754,h09,0,0
41754,h10,0,0
41754,h11,0,0
41754,h12,0,0
41754,h13,0,0
41754,h14,1,0
41754,h15,0,0
41754,h16,0,0
41754,h17,1,0
41754,h18,1,0
41754,h19,0,0
41754,h20,0,0
41754,h21,0,0
41754,h22,0,0
41754,h23,0,0
41754,h24,0,0
41754,i01,0,0
41754,i02,0,0
41754,i03,0,0
41754,i04,0,0
41754,i05,0,0
41754,i06,0,0
41754,i07,0,0
41754,i08,0,0
41754,i09,0,0
41754,i10,0,0
41754,i11,0,0
41754,i12,0,0
41754,i13,0,0
41754,i14,0,0
41754,i15,0,0
41754,i16,0,0
41754,i17,0,0
41754,i18,0,0
41754,i19,0,0
41754,i20,0,0
41754,i21,0,0
41754,i22,0,0
41754,i23,1,0
41754,i24,0,0
41754,j01,0,0
41754,j02,0,0
41754,j03,0,0
41754,j04,0,0
41754,j05,0,0
41754,j06,0,0
41754,j07,1,0
41754,j08,0,0
41754,j09,0,0
41754,j10,0,0
41754,j11,0,0
41754,j12,0,0
41754,j13,0,0
41754,j14,1,0
41754,j15,1,0
41754,j16,0,0
41754,j17,0,0
41754,j18,0,0
41754,j19,0,0
41754,j20,0,0
41754,j21,0,0
41754,j22,0,0
41754,j23,0,0
41754,j24,0,0
41754,k01,0,0
41754,k02,0,0
41754,k03,0,0
41754,k04,0,0
41754,k05,0,0
41754,k06,0,0
41754,k07,0,0
41754,k08,0,0
41754,k09,0,0
41754,k10,0,0
41754,k11,0,0
41754,k12,0,0
41754,k13,1,0
41754,k14,0,0
41754,k15,0,0
41754,k16,0,0
41754,k17,1,0
41754,k18,0,0
41754,k19,0,0
41754,k20,0,0
41754,k21,0,0
41754,k22,0,0
41754,k23,1,0
41754,k24,0,0
41754,l01,0,0
41754,l02,0,0
41754,l03,0,0
41754,l04,0,0
41754,l05,0,0
41754,l06,0,0
41754,l07,0,0
41754,l08,2,0
41754,l09,0,0
41754,l10,0,0
41754,l11,0,0
41754,l12,1,0
41754,l13,0,0
41754,l14,0,0
41754,l15,0,0
41754,l16,0,0
41754,l17,0,0
41754,l18,0,0
41754,l19,0,0
41754,l20,0,0
41754,l21,0,0
41754,l22,0,0
41754,l23,0,0
41754,l24,0,0
41754,m01,0,0
41754,m02,1,0
41754,m03,0,0
41754,m04,0,0
41754,m05,0,0
41754,m06,0,0
41754,m07,0,0
41754,m08,0,0
41754,m09,1,0
41754,m10,0,0
41754,m11,0,0
41754,m12,0,0
41754,m13,0,0
41754,m14,0,0
41754,m15,0,0
41754,m16,0,0
41754,m17,0,0
41754,m18,0,0
41754,m19,0,0
41754,m20,0,0
41754,m21,0,0
41754,m22,0,0
41754,m23,0,0
41754,m24,0,0
41754,n01,0,0
41754,n02,0,0
41754,n03,0,0
41754,n04,0,0
41754,n05,0,0
41754,n06,0,0
41754,n07,0,0
41754,n08,0,0
41754,n09,0,0
41754,n10,0,0
41754,n11,1,0
41754,n12,0,0
41754,n13,0,0
41754,n14,0,0
41754,n15,0,0
41754,n16,0,0
41754,n17,0,0
41754,n18,0,0
41754,n19,0,0
41754,n20,0,0
41754,n21,0,0
41754,n22,0,0
41754,n23,0,0
41754,n24,0,0
41754,o01,0,0
41754,o02,0,0
41754,o03,1,0
41754,o04,0,0
41754,o05,0,0
41754,o06,0,0
41754,o07,0,0
41754,o08,1,0
41754,o09,0,0
41754,o10,0,0
41754,o11,0,0
41754,o12,0,0
41754,o13,0,0
41754,o14,0,0
41754,o15,0,0
41754,o16,0,0
41754,o17,0,0
41754,o18,1,0
41754,o19,0,0
41754,o20,0,0
41754,o21,0,0
41754,o22,0,0
41754,o23,0,0
41754,o24,0,0
41754,p01,0,0
41754,p02,0,0
41754,p03,0,0
41754,p04,0,0
41754,p05,0,0
41754,p06,0,0
41754,p07,0,0
41754,p08,0,0
41754,p09,0,0
41754,p10,0,0
41754,p11,0,0
41754,p12,0,0
41754,p13,0,0
41754,p14,0,0
41754,p15,0,0
41754,p16,0,0
41754,p17,0,0
41754,p18,0,0
41754,p19,1,0
41754,p20,0,0
41754,p21,0,0
41754,p22,0,0
41754,p23,0,0
41754,p24,0,0
41755,a01,0,0
41755,a02,0,0
41755,a03,0,0
41755,a04,0,0
41755,a05,0,0
41755,a06,0,0
41755,a07,0,0
41755,a08,0,0
41755,a09,0,0
41755,a10,0,0
41755,a11,0,0
41755,a12,0,0
41755,a13,0,0
41755,a14,0,0
41755,a15,0,0
41755,a16,0,0
41755,a17,0,0
41755,a18,0,0
41755,a19,0,0
41755,a20,1,0
41755,a21,0,0
41755,a22,0,0
41755,a23,0,0
41755,a24,0,0
41755,b01,0,0
41755,b02,0,0
41755,b03,0,0
41755,b04,0,0
41755,b05,0,0
41755,b06,0,0
41755,b07,0,0
41755,b08,0,0
41755,b09,0,0
41755,b10,0,0
41755,b11,0,0
41755,b12,1,0
41755,b13,0,0
41755,b14,0,0
41755,b15,0,0
41755,b16,0,0
41755,b17,0,0
41755,b18,0,0
41755,b19,0,0
41755,b20,0,0
41755,b21,0,0
41755,b22,0,0
41755,b23,0,0
41755,b24,0,0
41755,c01,0,0
41755,c02,1,0
41755,c03,0,0
41755,c04,0,0
41755,c05,0,0
41755,c06,0,0
41755,c07,0,0
41755,c08,0,0
41755,c09,1,0
41755,c10,0,0
41755,c11,0,0
41755,c12,0,0
41755,c13,0,0
41755,c14,0,0
41755,c15,0,0
41755,c16,1,0
41755,c17,1,0
41755,c18,0,0
41755,c19,0,0
41755,c20,0,0
41755,c21,0,0
41755,c22,0,0
41755,c23,0,0
41755,c24,1,0
41755,d01,0,0
41755,d02,0,0
41755,d03,0,0
41755,d04,0,0
41755,d05,0,0
41755,d06,0,0
41755,d07,0,0
41755,d08,0,0
41755,d09,0,0
41755,d10,2,0
41755,d11,0,0
41755,d12,0,0
41755,d13,0,0
41755,d14,0,0
41755,d15,0,0
41755,d16,0,0
41755,d17,0,0
41755,d18,0,0
41755,d19,0,0
41755,d20,0,0
41755,d21,0,0
41755,d22,0,0
41755,d23,0,0
41755,d24,0,0
41755,e01,0,0
41755,e02,0,0
41755,e03,0,0
41755,e04,0,0
41755,e05,0,0
41755,e06,0,0
41755,e07,0,0
41755,e08,0,0
41755,e09,0,0
41755,e10,0,0
41755,e11,0,0
41755,e12,0,0
41755,e13,1,0
41755,e14,0,0
41755,e15,0,0
41755,e16,0,0
41755,e17,0,0
41755,e18,1,0
41755,e19,1,0
41755,e20,0,0
41755,e21,0,0
41755,e22,0,0
41755,e23,0,0
41755,e24,0,0
41755,f01,1,0
41755,f02,0,0
41755,f03,0,0
41755,f04,0,0
41755,f05,1,0
41755,f06,0,0
41755,f07,0,0
41755,f08,0,0
41755,f09,0,0
41755,f10,2,0
41755,f11,0,0
41755,f12,0,0
41755,f13,1,0
41755,f14,0,0
41755,f15,0,0
41755,f16,0,0
41755,f17,0,0
41755,f18,0,0
41755,f19,0,0
41755,f20,0,0
41755,f21,0,0
41755,f22,0,0
41755,f23,0,0
41755,f24,0,0
41755,g01,0,0
41755,g02,0,0
41755,g03,0,0
41755,g04,0,0
41755,g05,0,0
41755,g06,0,0
41755,g07,0,0
41755,g08,0,0
41755,g09,0,0
41755,g10,0,0
41755,g11,0,0
41755,g12,0,0
41755,g13,0,0
41755,g14,0,0
41755,g15,0,0
41755,g16,1,0
41755,g17,1,0
41755,g18,0,0
41755,g19,0,0
41755,g20,0,0
41755,g21,0,0
41755,g22,0,0
41755,g23,0,0
41755,g24,0,0
41755,h01,0,0
41755,h02,0,0
41755,h03,0,0
41755,h04,0,0
41755,h05,0,0
41755,h06,0,0
41755,h07,0,0
41755,h08,0,0
41755,h09,0,0
41755,h10,0,0
41755,h11,0,0
41755,h12,0,0
41755,h13,0,0
41755,h14,1,0
41755,h15,0,0
41755,h16,0,0
41755,h17,0,0
41755,h18,0,0
41755,h19,0,0
41755,h20,1,0
41755,h21,0,0
41755,h22,0,0
41755,h23,0,0
41755,h24,0,0
41755,i01,0,0
41755,i02,0,0
41755,i03,0,0
41755,i04,0,0
41755,i05,2,0
41755,i06,0,0
41755,i07,0,0
41755,i08,0,0
41755,i09,0,0
41755,i10,1,0
41755,i11,0,0
41755,i12,0,0
41755,i13,0,0
41755,i14,0,0
41755,i15,0,0
41755,i16,0,0
41755,i17,0,0
41755,i18,0,0
41755,i19,0,0
41755,i20,0,0
41755,i21,0,0
41755,i22,0,0
41755,i23,2,0
41755,i24,1,0
41755,j01,0,0
41755,j02,1,0
41755,j03,0,0
41755,j04,0,0
41755,j05,0,0
41755,j06,0,0
41755,j07,0,0
41755,j08,1,0
41755,j09,0,0
41755,j10,0,0
41755,j11,1,0
41755,j12,0,0
41755,j13,0,0
41755,j14,1,0
41755,j15,0,0
41755,j16,0,0
41755,j17,0,0
41755,j18,0,0
41755,j19,0,0
41755,j20,0,0
41755,j21,0,0
41755,j22,0,0
